Molecule,Run,Config,Criterion,Score
L-Proline,5,B,Total,64
L-Proline,5,C,Chemical Feasibility,7
L-Proline,5,C,Pathway Coherence,7
L-Proline,5,C,Environmental Consistency,8
L-Proline,5,C,Mechanistic Detail,6
L-Proline,5,C,Network Completeness,8
L-Proline,5,C,Prebiotic Plausibility,8
L-Proline,5,C,Novelty of Reactions,7
L-Proline,5,C,Total,51
L-Proline,5,D,Chemical Feasibility,6
L-Proline,5,D,Pathway Coherence,7
L-Proline,5,D,Environmental Consistency,8
L-Proline,5,D,Mechanistic Detail,5
L-Proline,5,D,Network Completeness,7
L-Proline,5,D,Prebiotic Plausibility,7
L-Proline,5,D,Novelty of Reactions,7
L-Proline,5,D,Total,47
L-Proline,5,E,Chemical Feasibility,9
L-Proline,5,E,Pathway Coherence,8
L-Proline,5,E,Environmental Consistency,6
L-Proline,5,E,Mechanistic Detail,9
L-Proline,5,E,Network Completeness,5
L-Proline,5,E,Prebiotic Plausibility,9
L-Proline,5,E,Novelty of Reactions,4
L-Proline,5,E,Total,50
L-Proline,5,F,Chemical Feasibility,7
L-Proline,5,F,Pathway Coherence,8
L-Proline,5,F,Environmental Consistency,8
L-Proline,5,F,Mechanistic Detail,8
L-Proline,5,F,Network Completeness,8
L-Proline,5,F,Prebiotic Plausibility,7
L-Proline,5,F,Novelty of Reactions,8
L-Proline,5,F,Total,54
Serine,1,A,Chemical Feasibility,9
Serine,1,A,Pathway Coherence,9
Serine,1,A,Environmental Consistency,9
Serine,1,A,Mechanistic Detail,9
Serine,1,A,Network Completeness,10
Serine,1,A,Prebiotic Plausibility,9
Serine,1,A,Novelty of Reactions,9
Serine,1,A,Total,64
Serine,1,B,Chemical Feasibility,9
Serine,1,B,Pathway Coherence,9
Serine,1,B,Environmental Consistency,9
Serine,1,B,Mechanistic Detail,8
Serine,1,B,Network Completeness,9
Serine,1,B,Prebiotic Plausibility,9
Serine,1,B,Novelty of Reactions,9
Serine,1,B,Total,62
Serine,1,C,Chemical Feasibility,10
Serine,1,C,Pathway Coherence,9
Serine,1,C,Environmental Consistency,9
Serine,1,C,Mechanistic Detail,9
Serine,1,C,Network Completeness,9
Serine,1,C,Prebiotic Plausibility,10
Serine,1,C,Novelty of Reactions,9
Serine,1,C,Total,65
Serine,1,D,Chemical Feasibility,8
Serine,1,D,Pathway Coherence,9
Serine,1,D,Environmental Consistency,9
Serine,1,D,Mechanistic Detail,8
Serine,1,D,Network Completeness,9
Serine,1,D,Prebiotic Plausibility,9
Serine,1,D,Novelty of Reactions,8
Serine,1,D,Total,60
Serine,1,E,Chemical Feasibility,10
Serine,1,E,Pathway Coherence,10
Serine,1,E,Environmental Consistency,9
Serine,1,E,Mechanistic Detail,9
Serine,1,E,Network Completeness,9
Serine,1,E,Prebiotic Plausibility,10
Serine,1,E,Novelty of Reactions,10
Serine,1,E,Total,67
Serine,1,F,Chemical Feasibility,8
Serine,1,F,Pathway Coherence,8
Serine,1,F,Environmental Consistency,8
Serine,1,F,Mechanistic Detail,7
Serine,1,F,Network Completeness,8
Serine,1,F,Prebiotic Plausibility,8
Serine,1,F,Novelty of Reactions,7
Serine,1,F,Total,54
Serine,2,A,Chemical Feasibility,9
Serine,2,A,Pathway Coherence,9
Serine,2,A,Environmental Consistency,9
Serine,2,A,Mechanistic Detail,9
Serine,2,A,Network Completeness,10
Serine,2,A,Prebiotic Plausibility,9
Serine,2,A,Novelty of Reactions,9
Serine,2,A,Total,64
Serine,2,B,Chemical Feasibility,9
Serine,2,B,Pathway Coherence,9
Serine,2,B,Environmental Consistency,9
Serine,2,B,Mechanistic Detail,9
Serine,2,B,Network Completeness,9
Serine,2,B,Prebiotic Plausibility,10
Serine,2,B,Novelty of Reactions,10
Serine,2,B,Total,65
Serine,2,C,Chemical Feasibility,10
Serine,2,C,Pathway Coherence,9
Serine,2,C,Environmental Consistency,9
Serine,2,C,Mechanistic Detail,9
Serine,2,C,Network Completeness,9
Serine,2,C,Prebiotic Plausibility,10
Serine,2,C,Novelty of Reactions,10
Serine,2,C,Total,66
Serine,2,D,Chemical Feasibility,8
Serine,2,D,Pathway Coherence,8
Serine,2,D,Environmental Consistency,8
Serine,2,D,Mechanistic Detail,9
Serine,2,D,Network Completeness,8
Serine,2,D,Prebiotic Plausibility,8
Serine,2,D,Novelty of Reactions,9
Serine,2,D,Total,58
Serine,2,E,Chemical Feasibility,8
Serine,2,E,Pathway Coherence,7
Serine,2,E,Environmental Consistency,8
Serine,2,E,Mechanistic Detail,9
Serine,2,E,Network Completeness,7
Serine,2,E,Prebiotic Plausibility,7
Serine,2,E,Novelty of Reactions,9
Serine,2,E,Total,55
Serine,2,F,Chemical Feasibility,8
Serine,2,F,Pathway Coherence,8
Serine,2,F,Environmental Consistency,8
Serine,2,F,Mechanistic Detail,7
Serine,2,F,Network Completeness,8
Serine,2,F,Prebiotic Plausibility,8
Serine,2,F,Novelty of Reactions,7
Serine,2,F,Total,54
Serine,3,A,Chemical Feasibility,9
Serine,3,A,Pathway Coherence,9
Serine,3,A,Environmental Consistency,9
Serine,3,A,Mechanistic Detail,9
Serine,3,A,Network Completeness,9
Serine,3,A,Prebiotic Plausibility,9
Serine,3,A,Novelty of Reactions,9
Serine,3,A,Total,63
Serine,3,B,Chemical Feasibility,9
Serine,3,B,Pathway Coherence,9
Serine,3,B,Environmental Consistency,9
Serine,3,B,Mechanistic Detail,8
Serine,3,B,Network Completeness,9
Serine,3,B,Prebiotic Plausibility,9
Serine,3,B,Novelty of Reactions,9
Serine,3,B,Total,62
Serine,3,C,Chemical Feasibility,9
Serine,3,C,Pathway Coherence,9
Serine,3,C,Environmental Consistency,9
Serine,3,C,Mechanistic Detail,9
Serine,3,C,Network Completeness,9
Serine,3,C,Prebiotic Plausibility,10
Serine,3,C,Novelty of Reactions,9
Serine,3,C,Total,64
Serine,3,D,Chemical Feasibility,8
Serine,3,D,Pathway Coherence,8
Serine,3,D,Environmental Consistency,8
Serine,3,D,Mechanistic Detail,7
Serine,3,D,Network Completeness,8
Serine,3,D,Prebiotic Plausibility,8
Serine,3,D,Novelty of Reactions,8
Serine,3,D,Total,55
Serine,3,E,Chemical Feasibility,9
Serine,3,E,Pathway Coherence,10
Serine,3,E,Environmental Consistency,9
Serine,3,E,Mechanistic Detail,9
Serine,3,E,Network Completeness,9
Serine,3,E,Prebiotic Plausibility,9
Serine,3,E,Novelty of Reactions,10
Serine,3,E,Total,65
Serine,3,F,Chemical Feasibility,8
Serine,3,F,Pathway Coherence,8
Serine,3,F,Environmental Consistency,8
Serine,3,F,Mechanistic Detail,7
Serine,3,F,Network Completeness,8
Serine,3,F,Prebiotic Plausibility,8
Serine,3,F,Novelty of Reactions,6
Serine,3,F,Total,53
Serine,4,A,Chemical Feasibility,9
Serine,4,A,Pathway Coherence,9
Serine,4,A,Environmental Consistency,9
Serine,4,A,Mechanistic Detail,8
Serine,4,A,Network Completeness,10
Serine,4,A,Prebiotic Plausibility,9
Serine,4,A,Novelty of Reactions,9
Serine,4,A,Total,63
Serine,4,B,Chemical Feasibility,4
Serine,4,B,Pathway Coherence,6
Serine,4,B,Environmental Consistency,8
Serine,4,B,Mechanistic Detail,6
Serine,4,B,Network Completeness,9
Serine,4,B,Prebiotic Plausibility,6
Serine,4,B,Novelty of Reactions,9
Serine,4,B,Total,48
Serine,4,C,Chemical Feasibility,9
Serine,4,C,Pathway Coherence,9
Serine,4,C,Environmental Consistency,9
Serine,4,C,Mechanistic Detail,9
Serine,4,C,Network Completeness,8
Serine,4,C,Prebiotic Plausibility,9
Serine,4,C,Novelty of Reactions,9
Serine,4,C,Total,62
Serine,4,D,Chemical Feasibility,8
Serine,4,D,Pathway Coherence,8
Serine,4,D,Environmental Consistency,8
Serine,4,D,Mechanistic Detail,8
Serine,4,D,Network Completeness,9
Serine,4,D,Prebiotic Plausibility,8
Serine,4,D,Novelty of Reactions,9
Serine,4,D,Total,58
Serine,4,E,Chemical Feasibility,9
Serine,4,E,Pathway Coherence,9
Serine,4,E,Environmental Consistency,9
Serine,4,E,Mechanistic Detail,9
Serine,4,E,Network Completeness,9
Serine,4,E,Prebiotic Plausibility,9
Serine,4,E,Novelty of Reactions,10
Serine,4,E,Total,64
Serine,4,F,Chemical Feasibility,8
Serine,4,F,Pathway Coherence,8
Serine,4,F,Environmental Consistency,8
Serine,4,F,Mechanistic Detail,7
Serine,4,F,Network Completeness,7
Serine,4,F,Prebiotic Plausibility,8
Serine,4,F,Novelty of Reactions,5
Serine,4,F,Total,51
Serine,5,A,Chemical Feasibility,8
Serine,5,A,Pathway Coherence,9
Serine,5,A,Environmental Consistency,9
Serine,5,A,Mechanistic Detail,8
Serine,5,A,Network Completeness,9
Serine,5,A,Prebiotic Plausibility,8
Serine,5,A,Novelty of Reactions,8
Serine,5,A,Total,59
Serine,5,B,Chemical Feasibility,9
Serine,5,B,Pathway Coherence,9
Serine,5,B,Environmental Consistency,9
Serine,5,B,Mechanistic Detail,9
Serine,5,B,Network Completeness,9
Serine,5,B,Prebiotic Plausibility,9
Serine,5,B,Novelty of Reactions,9
Serine,5,B,Total,63
Serine,5,C,Chemical Feasibility,9
Serine,5,C,Pathway Coherence,8
Serine,5,C,Environmental Consistency,8
Serine,5,C,Mechanistic Detail,9
Serine,5,C,Network Completeness,8
Serine,5,C,Prebiotic Plausibility,9
Serine,5,C,Novelty of Reactions,9
Serine,5,C,Total,60
Serine,5,D,Chemical Feasibility,7
Serine,5,D,Pathway Coherence,8
Serine,5,D,Environmental Consistency,8
Serine,5,D,Mechanistic Detail,7
Serine,5,D,Network Completeness,8
Serine,5,D,Prebiotic Plausibility,7
Serine,5,D,Novelty of Reactions,8
Serine,5,D,Total,53
Serine,5,E,Chemical Feasibility,8
Serine,5,E,Pathway Coherence,7
Serine,5,E,Environmental Consistency,6
Serine,5,E,Mechanistic Detail,8
Serine,5,E,Network Completeness,8
Serine,5,E,Prebiotic Plausibility,6
Serine,5,E,Novelty of Reactions,8
Serine,5,E,Total,51
Serine,5,F,Chemical Feasibility,8
Serine,5,F,Pathway Coherence,8
Serine,5,F,Environmental Consistency,8
Serine,5,F,Mechanistic Detail,7
Serine,5,F,Network Completeness,7
Serine,5,F,Prebiotic Plausibility,8
Serine,5,F,Novelty of Reactions,7
Serine,5,F,Total,53
Threonine,1,A,Chemical Feasibility,7
Threonine,1,A,Pathway Coherence,8
Threonine,1,A,Environmental Consistency,9
Threonine,1,A,Mechanistic Detail,8
Threonine,1,A,Network Completeness,9
Threonine,1,A,Prebiotic Plausibility,9
Threonine,1,A,Novelty of Reactions,8
Threonine,1,A,Total,58
Threonine,1,B,Chemical Feasibility,6
Threonine,1,B,Pathway Coherence,7
Threonine,1,B,Environmental Consistency,8
Threonine,1,B,Mechanistic Detail,7
Threonine,1,B,Network Completeness,8
Threonine,1,B,Prebiotic Plausibility,7
Threonine,1,B,Novelty of Reactions,9
Threonine,1,B,Total,52
Threonine,1,C,Chemical Feasibility,7
Threonine,1,C,Pathway Coherence,8
Threonine,1,C,Environmental Consistency,8
Threonine,1,C,Mechanistic Detail,9
Threonine,1,C,Network Completeness,8
Threonine,1,C,Prebiotic Plausibility,9
Threonine,1,C,Novelty of Reactions,7
Threonine,1,C,Total,56
Threonine,1,D,Chemical Feasibility,6
Threonine,1,D,Pathway Coherence,7
Threonine,1,D,Environmental Consistency,9
Threonine,1,D,Mechanistic Detail,8
Threonine,1,D,Network Completeness,8
Threonine,1,D,Prebiotic Plausibility,8
Threonine,1,D,Novelty of Reactions,9
Threonine,1,D,Total,55
Threonine,1,E,Chemical Feasibility,7
Threonine,1,E,Pathway Coherence,7
Threonine,1,E,Environmental Consistency,8
Threonine,1,E,Mechanistic Detail,7
Threonine,1,E,Network Completeness,8
Threonine,1,E,Prebiotic Plausibility,8
Threonine,1,E,Novelty of Reactions,8
Threonine,1,E,Total,53
Threonine,1,F,Chemical Feasibility,3
Threonine,1,F,Pathway Coherence,4
Threonine,1,F,Environmental Consistency,7
Threonine,1,F,Mechanistic Detail,4
Threonine,1,F,Network Completeness,4
Threonine,1,F,Prebiotic Plausibility,4
Threonine,1,F,Novelty of Reactions,4
Threonine,1,F,Total,30
Threonine,2,A,Chemical Feasibility,9
Threonine,2,A,Pathway Coherence,9
Threonine,2,A,Environmental Consistency,9
Threonine,2,A,Mechanistic Detail,9
Threonine,2,A,Network Completeness,9
Threonine,2,A,Prebiotic Plausibility,9
Threonine,2,A,Novelty of Reactions,8
Threonine,2,A,Total,62
Threonine,2,B,Chemical Feasibility,8
Threonine,2,B,Pathway Coherence,9
Threonine,2,B,Environmental Consistency,9
Threonine,2,B,Mechanistic Detail,8
Threonine,2,B,Network Completeness,8
Threonine,2,B,Prebiotic Plausibility,8
Threonine,2,B,Novelty of Reactions,10
Threonine,2,B,Total,60
Threonine,2,C,Chemical Feasibility,6
Threonine,2,C,Pathway Coherence,8
Threonine,2,C,Environmental Consistency,9
Threonine,2,C,Mechanistic Detail,8
Threonine,2,C,Network Completeness,8
Threonine,2,C,Prebiotic Plausibility,8
Threonine,2,C,Novelty of Reactions,7
Threonine,2,C,Total,54
Threonine,2,D,Chemical Feasibility,6
Threonine,2,D,Pathway Coherence,8
Threonine,2,D,Environmental Consistency,9
Threonine,2,D,Mechanistic Detail,8
Threonine,2,D,Network Completeness,8
Threonine,2,D,Prebiotic Plausibility,8
Threonine,2,D,Novelty of Reactions,8
Threonine,2,D,Total,55
Threonine,2,E,Chemical Feasibility,7
Threonine,2,E,Pathway Coherence,9
Threonine,2,E,Environmental Consistency,9
Threonine,2,E,Mechanistic Detail,8
Threonine,2,E,Network Completeness,8
Threonine,2,E,Prebiotic Plausibility,9
Threonine,2,E,Novelty of Reactions,8
Threonine,2,E,Total,58
Threonine,2,F,Chemical Feasibility,3
Threonine,2,F,Pathway Coherence,7
Threonine,2,F,Environmental Consistency,8
Threonine,2,F,Mechanistic Detail,6
Threonine,2,F,Network Completeness,7
Threonine,2,F,Prebiotic Plausibility,5
Threonine,2,F,Novelty of Reactions,6
Threonine,2,F,Total,42
Threonine,3,A,Chemical Feasibility,9
Threonine,3,A,Pathway Coherence,10
Threonine,3,A,Environmental Consistency,9
Threonine,3,A,Mechanistic Detail,9
Threonine,3,A,Network Completeness,10
Threonine,3,A,Prebiotic Plausibility,9
Threonine,3,A,Novelty of Reactions,9
Threonine,3,A,Total,65
Threonine,3,B,Chemical Feasibility,8
Threonine,3,B,Pathway Coherence,8
Threonine,3,B,Environmental Consistency,8
Threonine,3,B,Mechanistic Detail,8
Threonine,3,B,Network Completeness,8
Threonine,3,B,Prebiotic Plausibility,7
Threonine,3,B,Novelty of Reactions,9
Threonine,3,B,Total,56
Threonine,3,C,Chemical Feasibility,9
Threonine,3,C,Pathway Coherence,9
Threonine,3,C,Environmental Consistency,9
Threonine,3,C,Mechanistic Detail,10
Threonine,3,C,Network Completeness,8
Threonine,3,C,Prebiotic Plausibility,9
Threonine,3,C,Novelty of Reactions,8
Threonine,3,C,Total,62
Threonine,3,D,Chemical Feasibility,9
Threonine,3,D,Pathway Coherence,9
Threonine,3,D,Environmental Consistency,9
Threonine,3,D,Mechanistic Detail,9
Threonine,3,D,Network Completeness,9
Threonine,3,D,Prebiotic Plausibility,8
Threonine,3,D,Novelty of Reactions,10
Threonine,3,D,Total,63
Threonine,3,E,Chemical Feasibility,7
Threonine,3,E,Pathway Coherence,7
Threonine,3,E,Environmental Consistency,8
Threonine,3,E,Mechanistic Detail,6
Threonine,3,E,Network Completeness,7
Threonine,3,E,Prebiotic Plausibility,7
Threonine,3,E,Novelty of Reactions,8
Threonine,3,E,Total,50
Threonine,3,F,Chemical Feasibility,4
Threonine,3,F,Pathway Coherence,6
Threonine,3,F,Environmental Consistency,7
Threonine,3,F,Mechanistic Detail,5
Threonine,3,F,Network Completeness,6
Threonine,3,F,Prebiotic Plausibility,4
Threonine,3,F,Novelty of Reactions,8
Threonine,3,F,Total,40
Threonine,4,A,Chemical Feasibility,9
Threonine,4,A,Pathway Coherence,9
Threonine,4,A,Environmental Consistency,9
Threonine,4,A,Mechanistic Detail,9
Threonine,4,A,Network Completeness,9
Threonine,4,A,Prebiotic Plausibility,9
Threonine,4,A,Novelty of Reactions,9
Threonine,4,A,Total,63
Threonine,4,B,Chemical Feasibility,8
Threonine,4,B,Pathway Coherence,8
Threonine,4,B,Environmental Consistency,9
Threonine,4,B,Mechanistic Detail,8
Threonine,4,B,Network Completeness,9
Threonine,4,B,Prebiotic Plausibility,8
Threonine,4,B,Novelty of Reactions,10
Threonine,4,B,Total,60
Threonine,4,C,Chemical Feasibility,10
Threonine,4,C,Pathway Coherence,10
Threonine,4,C,Environmental Consistency,9
Threonine,4,C,Mechanistic Detail,10
Threonine,4,C,Network Completeness,9
Threonine,4,C,Prebiotic Plausibility,10
Threonine,4,C,Novelty of Reactions,9
Threonine,4,C,Total,67
Threonine,4,D,Chemical Feasibility,4
Threonine,4,D,Pathway Coherence,6
Threonine,4,D,Environmental Consistency,9
Threonine,4,D,Mechanistic Detail,7
Threonine,4,D,Network Completeness,8
Threonine,4,D,Prebiotic Plausibility,6
Threonine,4,D,Novelty of Reactions,8
Threonine,4,D,Total,48
Threonine,4,E,Chemical Feasibility,3
Threonine,4,E,Pathway Coherence,5
Threonine,4,E,Environmental Consistency,8
Threonine,4,E,Mechanistic Detail,6
Threonine,4,E,Network Completeness,7
Threonine,4,E,Prebiotic Plausibility,5
Threonine,4,E,Novelty of Reactions,7
Threonine,4,E,Total,41
Threonine,4,F,Chemical Feasibility,4
Threonine,4,F,Pathway Coherence,6
Threonine,4,F,Environmental Consistency,8
Threonine,4,F,Mechanistic Detail,6
Threonine,4,F,Network Completeness,7
Threonine,4,F,Prebiotic Plausibility,4
Threonine,4,F,Novelty of Reactions,7
Threonine,4,F,Total,42
Threonine,5,A,Chemical Feasibility,8
Threonine,5,A,Pathway Coherence,9
Threonine,5,A,Environmental Consistency,9
Threonine,5,A,Mechanistic Detail,8
Threonine,5,A,Network Completeness,9
Threonine,5,A,Prebiotic Plausibility,9
Threonine,5,A,Novelty of Reactions,9
Threonine,5,A,Total,61
Threonine,5,B,Chemical Feasibility,6
Threonine,5,B,Pathway Coherence,7
Threonine,5,B,Environmental Consistency,8
Threonine,5,B,Mechanistic Detail,8
Threonine,5,B,Network Completeness,8
Threonine,5,B,Prebiotic Plausibility,7
Threonine,5,B,Novelty of Reactions,9
Threonine,5,B,Total,53
Threonine,5,C,Chemical Feasibility,7
Threonine,5,C,Pathway Coherence,8
Threonine,5,C,Environmental Consistency,8
Threonine,5,C,Mechanistic Detail,7
Threonine,5,C,Network Completeness,7
Threonine,5,C,Prebiotic Plausibility,8
Threonine,5,C,Novelty of Reactions,7
Threonine,5,C,Total,52
Threonine,5,D,Chemical Feasibility,4
Threonine,5,D,Pathway Coherence,5
Threonine,5,D,Environmental Consistency,7
Threonine,5,D,Mechanistic Detail,6
Threonine,5,D,Network Completeness,7
Threonine,5,D,Prebiotic Plausibility,5
Threonine,5,D,Novelty of Reactions,7
Threonine,5,D,Total,41
Threonine,5,E,Chemical Feasibility,3
Threonine,5,E,Pathway Coherence,5
Threonine,5,E,Environmental Consistency,7
Threonine,5,E,Mechanistic Detail,5
Threonine,5,E,Network Completeness,6
Threonine,5,E,Prebiotic Plausibility,4
Threonine,5,E,Novelty of Reactions,5
Threonine,5,E,Total,35
Threonine,5,F,Chemical Feasibility,3
Threonine,5,F,Pathway Coherence,4
Threonine,5,F,Environmental Consistency,7
Threonine,5,F,Mechanistic Detail,5
Threonine,5,F,Network Completeness,6
Threonine,5,F,Prebiotic Plausibility,4
Threonine,5,F,Novelty of Reactions,5
Threonine,5,F,Total,34
Valine,1,A,Chemical Feasibility,4
Valine,1,A,Pathway Coherence,5
Valine,1,A,Environmental Consistency,7
Valine,1,A,Mechanistic Detail,4
Valine,1,A,Network Completeness,7
Valine,1,A,Prebiotic Plausibility,5
Valine,1,A,Novelty of Reactions,5
Valine,1,A,Total,37
Valine,1,B,Chemical Feasibility,3
Valine,1,B,Pathway Coherence,4
Valine,1,B,Environmental Consistency,7
Valine,1,B,Mechanistic Detail,3
Valine,1,B,Network Completeness,5
Valine,1,B,Prebiotic Plausibility,4
Valine,1,B,Novelty of Reactions,4
Valine,1,B,Total,30
Valine,1,C,Chemical Feasibility,9
Valine,1,C,Pathway Coherence,10
Valine,1,C,Environmental Consistency,9
Valine,1,C,Mechanistic Detail,10
Valine,1,C,Network Completeness,10
Valine,1,C,Prebiotic Plausibility,10
Valine,1,C,Novelty of Reactions,9
Valine,1,C,Total,67
Valine,1,D,Chemical Feasibility,1
Valine,1,D,Pathway Coherence,2
Valine,1,D,Environmental Consistency,7
Valine,1,D,Mechanistic Detail,2
Valine,1,D,Network Completeness,6
Valine,1,D,Prebiotic Plausibility,2
Valine,1,D,Novelty of Reactions,4
Valine,1,D,Total,24
Valine,1,E,Chemical Feasibility,9
Valine,1,E,Pathway Coherence,8
Valine,1,E,Environmental Consistency,8
Valine,1,E,Mechanistic Detail,9
Valine,1,E,Network Completeness,6
Valine,1,E,Prebiotic Plausibility,9
Valine,1,E,Novelty of Reactions,6
Valine,1,E,Total,55
Valine,1,F,Chemical Feasibility,5
Valine,1,F,Pathway Coherence,6
Valine,1,F,Environmental Consistency,8
Valine,1,F,Mechanistic Detail,5
Valine,1,F,Network Completeness,7
Valine,1,F,Prebiotic Plausibility,6
Valine,1,F,Novelty of Reactions,6
Valine,1,F,Total,43
Valine,2,A,Chemical Feasibility,4
Valine,2,A,Pathway Coherence,6
Valine,2,A,Environmental Consistency,7
Valine,2,A,Mechanistic Detail,5
Valine,2,A,Network Completeness,7
Valine,2,A,Prebiotic Plausibility,6
Valine,2,A,Novelty of Reactions,6
Valine,2,A,Total,41
Valine,2,B,Chemical Feasibility,6
Valine,2,B,Pathway Coherence,7
Valine,2,B,Environmental Consistency,8
Valine,2,B,Mechanistic Detail,6
Valine,2,B,Network Completeness,8
Valine,2,B,Prebiotic Plausibility,7
Valine,2,B,Novelty of Reactions,6
Valine,2,B,Total,48
Valine,2,C,Chemical Feasibility,10
Valine,2,C,Pathway Coherence,10
Valine,2,C,Environmental Consistency,9
Valine,2,C,Mechanistic Detail,10
Valine,2,C,Network Completeness,10
Valine,2,C,Prebiotic Plausibility,10
Valine,2,C,Novelty of Reactions,9
Valine,2,C,Total,68
Valine,2,D,Chemical Feasibility,2
Valine,2,D,Pathway Coherence,5
Valine,2,D,Environmental Consistency,7
Valine,2,D,Mechanistic Detail,3
Valine,2,D,Network Completeness,6
Valine,2,D,Prebiotic Plausibility,3
Valine,2,D,Novelty of Reactions,4
Valine,2,D,Total,30
Valine,2,E,Chemical Feasibility,9
Valine,2,E,Pathway Coherence,8
Valine,2,E,Environmental Consistency,9
Valine,2,E,Mechanistic Detail,9
Valine,2,E,Network Completeness,6
Valine,2,E,Prebiotic Plausibility,9
Valine,2,E,Novelty of Reactions,5
Valine,2,E,Total,55
Valine,2,F,Chemical Feasibility,7
Valine,2,F,Pathway Coherence,8
Valine,2,F,Environmental Consistency,8
Valine,2,F,Mechanistic Detail,7
Valine,2,F,Network Completeness,8
Valine,2,F,Prebiotic Plausibility,7
Valine,2,F,Novelty of Reactions,8
Valine,2,F,Total,53
Valine,3,A,Chemical Feasibility,8
Valine,3,A,Pathway Coherence,8
Valine,3,A,Environmental Consistency,9
Valine,3,A,Mechanistic Detail,8
Valine,3,A,Network Completeness,8
Valine,3,A,Prebiotic Plausibility,9
Valine,3,A,Novelty of Reactions,7
Valine,3,A,Total,57
Valine,3,B,Chemical Feasibility,8
Valine,3,B,Pathway Coherence,7
Valine,3,B,Environmental Consistency,6
Valine,3,B,Mechanistic Detail,8
Valine,3,B,Network Completeness,8
Valine,3,B,Prebiotic Plausibility,8
Valine,3,B,Novelty of Reactions,8
Valine,3,B,Total,53
Valine,3,C,Chemical Feasibility,10
Valine,3,C,Pathway Coherence,10
Valine,3,C,Environmental Consistency,10
Valine,3,C,Mechanistic Detail,10
Valine,3,C,Network Completeness,10
Valine,3,C,Prebiotic Plausibility,10
Valine,3,C,Novelty of Reactions,9
Valine,3,C,Total,69
Valine,3,D,Chemical Feasibility,2
Valine,3,D,Pathway Coherence,4
Valine,3,D,Environmental Consistency,7
Valine,3,D,Mechanistic Detail,3
Valine,3,D,Network Completeness,6
Valine,3,D,Prebiotic Plausibility,3
Valine,3,D,Novelty of Reactions,6
Valine,3,D,Total,31
Valine,3,E,Chemical Feasibility,9
Valine,3,E,Pathway Coherence,9
Valine,3,E,Environmental Consistency,9
Valine,3,E,Mechanistic Detail,9
Valine,3,E,Network Completeness,7
Valine,3,E,Prebiotic Plausibility,9
Valine,3,E,Novelty of Reactions,8
Valine,3,E,Total,60
Valine,3,F,Chemical Feasibility,5
Valine,3,F,Pathway Coherence,7
Valine,3,F,Environmental Consistency,8
Valine,3,F,Mechanistic Detail,5
Valine,3,F,Network Completeness,8
Valine,3,F,Prebiotic Plausibility,6
Valine,3,F,Novelty of Reactions,8
Valine,3,F,Total,47
Valine,4,A,Chemical Feasibility,6
Valine,4,A,Pathway Coherence,8
Valine,4,A,Environmental Consistency,8
Valine,4,A,Mechanistic Detail,7
Valine,4,A,Network Completeness,8
Valine,4,A,Prebiotic Plausibility,7
Valine,4,A,Novelty of Reactions,7
Valine,4,A,Total,51
Valine,4,B,Chemical Feasibility,4
Valine,4,B,Pathway Coherence,6
Valine,4,B,Environmental Consistency,7
Valine,4,B,Mechanistic Detail,5
Valine,4,B,Network Completeness,7
Valine,4,B,Prebiotic Plausibility,5
Valine,4,B,Novelty of Reactions,6
Valine,4,B,Total,40
Valine,4,C,Chemical Feasibility,9
Valine,4,C,Pathway Coherence,9
Valine,4,C,Environmental Consistency,9
Valine,4,C,Mechanistic Detail,9
Valine,4,C,Network Completeness,9
Valine,4,C,Prebiotic Plausibility,9
Valine,4,C,Novelty of Reactions,8
Valine,4,C,Total,63
Valine,4,D,Chemical Feasibility,2
Valine,4,D,Pathway Coherence,5
Valine,4,D,Environmental Consistency,7
Valine,4,D,Mechanistic Detail,4
Valine,4,D,Network Completeness,6
Valine,4,D,Prebiotic Plausibility,4
Valine,4,D,Novelty of Reactions,5
Valine,4,D,Total,33
Valine,4,E,Chemical Feasibility,8
Valine,4,E,Pathway Coherence,8
Valine,4,E,Environmental Consistency,8
Valine,4,E,Mechanistic Detail,7
Valine,4,E,Network Completeness,7
Valine,4,E,Prebiotic Plausibility,8
Valine,4,E,Novelty of Reactions,7
Valine,4,E,Total,53
Valine,4,F,Chemical Feasibility,5
Valine,4,F,Pathway Coherence,7
Valine,4,F,Environmental Consistency,8
Valine,4,F,Mechanistic Detail,6
Valine,4,F,Network Completeness,8
Valine,4,F,Prebiotic Plausibility,6
Valine,4,F,Novelty of Reactions,7
Valine,4,F,Total,47
Valine,5,A,Chemical Feasibility,9
Valine,5,A,Pathway Coherence,9
Valine,5,A,Environmental Consistency,9
Valine,5,A,Mechanistic Detail,8
Valine,5,A,Network Completeness,9
Valine,5,A,Prebiotic Plausibility,9
Valine,5,A,Novelty of Reactions,8
Valine,5,A,Total,61
Valine,5,B,Chemical Feasibility,7
Valine,5,B,Pathway Coherence,8
Valine,5,B,Environmental Consistency,9
Valine,5,B,Mechanistic Detail,7
Valine,5,B,Network Completeness,7
Valine,5,B,Prebiotic Plausibility,8
Valine,5,B,Novelty of Reactions,8
Valine,5,B,Total,54
Valine,5,C,Chemical Feasibility,9
Valine,5,C,Pathway Coherence,10
Valine,5,C,Environmental Consistency,9
Valine,5,C,Mechanistic Detail,10
Valine,5,C,Network Completeness,9
Valine,5,C,Prebiotic Plausibility,10
Valine,5,C,Novelty of Reactions,9
Valine,5,C,Total,66
