Molecule,Run,Config,Criterion,Score
L-Proline,5,B,Total,62
L-Proline,5,C,Chemical Feasibility,6
L-Proline,5,C,Pathway Coherence,7
L-Proline,5,C,Environmental Consistency,8
L-Proline,5,C,Mechanistic Detail,6
L-Proline,5,C,Network Completeness,8
L-Proline,5,C,Prebiotic Plausibility,7
L-Proline,5,C,Novelty of Reactions,8
L-Proline,5,C,Total,50
L-Proline,5,D,Chemical Feasibility,3
L-Proline,5,D,Pathway Coherence,5
L-Proline,5,D,Environmental Consistency,7
L-Proline,5,D,Mechanistic Detail,4
L-Proline,5,D,Network Completeness,6
L-Proline,5,D,Prebiotic Plausibility,4
L-Proline,5,D,Novelty of Reactions,5
L-Proline,5,D,Total,34
L-Proline,5,E,Chemical Feasibility,9
L-Proline,5,E,Pathway Coherence,8
L-Proline,5,E,Environmental Consistency,9
L-Proline,5,E,Mechanistic Detail,9
L-Proline,5,E,Network Completeness,6
L-Proline,5,E,Prebiotic Plausibility,9
L-Proline,5,E,Novelty of Reactions,5
L-Proline,5,E,Total,55
L-Proline,5,F,Chemical Feasibility,2
L-Proline,5,F,Pathway Coherence,3
L-Proline,5,F,Environmental Consistency,6
L-Proline,5,F,Mechanistic Detail,3
L-Proline,5,F,Network Completeness,5
L-Proline,5,F,Prebiotic Plausibility,3
L-Proline,5,F,Novelty of Reactions,4
L-Proline,5,F,Total,26
Serine,1,A,Chemical Feasibility,9
Serine,1,A,Pathway Coherence,9
Serine,1,A,Environmental Consistency,8
Serine,1,A,Mechanistic Detail,8
Serine,1,A,Network Completeness,9
Serine,1,A,Prebiotic Plausibility,9
Serine,1,A,Novelty of Reactions,9
Serine,1,A,Total,61
Serine,1,B,Chemical Feasibility,4
Serine,1,B,Pathway Coherence,5
Serine,1,B,Environmental Consistency,8
Serine,1,B,Mechanistic Detail,4
Serine,1,B,Network Completeness,8
Serine,1,B,Prebiotic Plausibility,5
Serine,1,B,Novelty of Reactions,7
Serine,1,B,Total,41
Serine,1,C,Chemical Feasibility,7
Serine,1,C,Pathway Coherence,8
Serine,1,C,Environmental Consistency,9
Serine,1,C,Mechanistic Detail,8
Serine,1,C,Network Completeness,9
Serine,1,C,Prebiotic Plausibility,9
Serine,1,C,Novelty of Reactions,9
Serine,1,C,Total,59
Serine,1,D,Chemical Feasibility,3
Serine,1,D,Pathway Coherence,4
Serine,1,D,Environmental Consistency,7
Serine,1,D,Mechanistic Detail,3
Serine,1,D,Network Completeness,6
Serine,1,D,Prebiotic Plausibility,4
Serine,1,D,Novelty of Reactions,7
Serine,1,D,Total,34
Serine,1,E,Chemical Feasibility,4
Serine,1,E,Pathway Coherence,4
Serine,1,E,Environmental Consistency,7
Serine,1,E,Mechanistic Detail,5
Serine,1,E,Network Completeness,7
Serine,1,E,Prebiotic Plausibility,6
Serine,1,E,Novelty of Reactions,8
Serine,1,E,Total,41
Serine,1,F,Chemical Feasibility,3
Serine,1,F,Pathway Coherence,4
Serine,1,F,Environmental Consistency,8
Serine,1,F,Mechanistic Detail,3
Serine,1,F,Network Completeness,7
Serine,1,F,Prebiotic Plausibility,4
Serine,1,F,Novelty of Reactions,7
Serine,1,F,Total,36
Serine,2,A,Chemical Feasibility,7
Serine,2,A,Pathway Coherence,6
Serine,2,A,Environmental Consistency,8
Serine,2,A,Mechanistic Detail,6
Serine,2,A,Network Completeness,5
Serine,2,A,Prebiotic Plausibility,7
Serine,2,A,Novelty of Reactions,8
Serine,2,A,Total,47
Serine,2,B,Chemical Feasibility,4
Serine,2,B,Pathway Coherence,7
Serine,2,B,Environmental Consistency,8
Serine,2,B,Mechanistic Detail,6
Serine,2,B,Network Completeness,7
Serine,2,B,Prebiotic Plausibility,6
Serine,2,B,Novelty of Reactions,8
Serine,2,B,Total,46
Serine,2,C,Chemical Feasibility,9
Serine,2,C,Pathway Coherence,8
Serine,2,C,Environmental Consistency,9
Serine,2,C,Mechanistic Detail,8
Serine,2,C,Network Completeness,9
Serine,2,C,Prebiotic Plausibility,9
Serine,2,C,Novelty of Reactions,9
Serine,2,C,Total,61
Serine,2,D,Chemical Feasibility,2
Serine,2,D,Pathway Coherence,6
Serine,2,D,Environmental Consistency,7
Serine,2,D,Mechanistic Detail,4
Serine,2,D,Network Completeness,6
Serine,2,D,Prebiotic Plausibility,4
Serine,2,D,Novelty of Reactions,7
Serine,2,D,Total,36
Serine,2,E,Chemical Feasibility,3
Serine,2,E,Pathway Coherence,7
Serine,2,E,Environmental Consistency,6
Serine,2,E,Mechanistic Detail,5
Serine,2,E,Network Completeness,8
Serine,2,E,Prebiotic Plausibility,4
Serine,2,E,Novelty of Reactions,7
Serine,2,E,Total,40
Serine,2,F,Chemical Feasibility,3
Serine,2,F,Pathway Coherence,6
Serine,2,F,Environmental Consistency,7
Serine,2,F,Mechanistic Detail,4
Serine,2,F,Network Completeness,7
Serine,2,F,Prebiotic Plausibility,4
Serine,2,F,Novelty of Reactions,6
Serine,2,F,Total,37
Serine,3,A,Chemical Feasibility,7
Serine,3,A,Pathway Coherence,6
Serine,3,A,Environmental Consistency,8
Serine,3,A,Mechanistic Detail,6
Serine,3,A,Network Completeness,7
Serine,3,A,Prebiotic Plausibility,8
Serine,3,A,Novelty of Reactions,8
Serine,3,A,Total,50
Serine,3,B,Chemical Feasibility,3
Serine,3,B,Pathway Coherence,5
Serine,3,B,Environmental Consistency,7
Serine,3,B,Mechanistic Detail,6
Serine,3,B,Network Completeness,7
Serine,3,B,Prebiotic Plausibility,5
Serine,3,B,Novelty of Reactions,7
Serine,3,B,Total,40
Serine,3,C,Chemical Feasibility,9
Serine,3,C,Pathway Coherence,8
Serine,3,C,Environmental Consistency,9
Serine,3,C,Mechanistic Detail,8
Serine,3,C,Network Completeness,8
Serine,3,C,Prebiotic Plausibility,9
Serine,3,C,Novelty of Reactions,9
Serine,3,C,Total,60
Serine,3,D,Chemical Feasibility,3
Serine,3,D,Pathway Coherence,5
Serine,3,D,Environmental Consistency,7
Serine,3,D,Mechanistic Detail,5
Serine,3,D,Network Completeness,6
Serine,3,D,Prebiotic Plausibility,5
Serine,3,D,Novelty of Reactions,7
Serine,3,D,Total,38
Serine,3,E,Chemical Feasibility,2
Serine,3,E,Pathway Coherence,5
Serine,3,E,Environmental Consistency,6
Serine,3,E,Mechanistic Detail,4
Serine,3,E,Network Completeness,5
Serine,3,E,Prebiotic Plausibility,4
Serine,3,E,Novelty of Reactions,6
Serine,3,E,Total,32
Serine,3,F,Chemical Feasibility,4
Serine,3,F,Pathway Coherence,6
Serine,3,F,Environmental Consistency,7
Serine,3,F,Mechanistic Detail,5
Serine,3,F,Network Completeness,6
Serine,3,F,Prebiotic Plausibility,6
Serine,3,F,Novelty of Reactions,6
Serine,3,F,Total,38
Serine,4,A,Chemical Feasibility,8
Serine,4,A,Pathway Coherence,8
Serine,4,A,Environmental Consistency,9
Serine,4,A,Mechanistic Detail,8
Serine,4,A,Network Completeness,9
Serine,4,A,Prebiotic Plausibility,9
Serine,4,A,Novelty of Reactions,8
Serine,4,A,Total,59
Serine,4,B,Chemical Feasibility,2
Serine,4,B,Pathway Coherence,3
Serine,4,B,Environmental Consistency,7
Serine,4,B,Mechanistic Detail,4
Serine,4,B,Network Completeness,6
Serine,4,B,Prebiotic Plausibility,4
Serine,4,B,Novelty of Reactions,7
Serine,4,B,Total,33
Serine,4,C,Chemical Feasibility,9
Serine,4,C,Pathway Coherence,9
Serine,4,C,Environmental Consistency,9
Serine,4,C,Mechanistic Detail,9
Serine,4,C,Network Completeness,7
Serine,4,C,Prebiotic Plausibility,9
Serine,4,C,Novelty of Reactions,9
Serine,4,C,Total,61
Serine,4,D,Chemical Feasibility,2
Serine,4,D,Pathway Coherence,3
Serine,4,D,Environmental Consistency,5
Serine,4,D,Mechanistic Detail,3
Serine,4,D,Network Completeness,6
Serine,4,D,Prebiotic Plausibility,2
Serine,4,D,Novelty of Reactions,6
Serine,4,D,Total,27
Serine,4,E,Chemical Feasibility,5
Serine,4,E,Pathway Coherence,6
Serine,4,E,Environmental Consistency,8
Serine,4,E,Mechanistic Detail,6
Serine,4,E,Network Completeness,5
Serine,4,E,Prebiotic Plausibility,6
Serine,4,E,Novelty of Reactions,8
Serine,4,E,Total,44
Serine,4,F,Chemical Feasibility,4
Serine,4,F,Pathway Coherence,4
Serine,4,F,Environmental Consistency,7
Serine,4,F,Mechanistic Detail,4
Serine,4,F,Network Completeness,6
Serine,4,F,Prebiotic Plausibility,5
Serine,4,F,Novelty of Reactions,5
Serine,4,F,Total,35
Serine,5,A,Chemical Feasibility,7
Serine,5,A,Pathway Coherence,8
Serine,5,A,Environmental Consistency,8
Serine,5,A,Mechanistic Detail,8
Serine,5,A,Network Completeness,8
Serine,5,A,Prebiotic Plausibility,8
Serine,5,A,Novelty of Reactions,8
Serine,5,A,Total,55
Serine,5,B,Chemical Feasibility,3
Serine,5,B,Pathway Coherence,4
Serine,5,B,Environmental Consistency,7
Serine,5,B,Mechanistic Detail,5
Serine,5,B,Network Completeness,5
Serine,5,B,Prebiotic Plausibility,5
Serine,5,B,Novelty of Reactions,7
Serine,5,B,Total,36
Serine,5,C,Chemical Feasibility,9
Serine,5,C,Pathway Coherence,9
Serine,5,C,Environmental Consistency,9
Serine,5,C,Mechanistic Detail,9
Serine,5,C,Network Completeness,9
Serine,5,C,Prebiotic Plausibility,9
Serine,5,C,Novelty of Reactions,10
Serine,5,C,Total,64
Serine,5,D,Chemical Feasibility,2
Serine,5,D,Pathway Coherence,3
Serine,5,D,Environmental Consistency,6
Serine,5,D,Mechanistic Detail,3
Serine,5,D,Network Completeness,4
Serine,5,D,Prebiotic Plausibility,4
Serine,5,D,Novelty of Reactions,5
Serine,5,D,Total,27
Serine,5,E,Chemical Feasibility,1
Serine,5,E,Pathway Coherence,2
Serine,5,E,Environmental Consistency,5
Serine,5,E,Mechanistic Detail,2
Serine,5,E,Network Completeness,3
Serine,5,E,Prebiotic Plausibility,2
Serine,5,E,Novelty of Reactions,4
Serine,5,E,Total,19
Serine,5,F,Chemical Feasibility,4
Serine,5,F,Pathway Coherence,5
Serine,5,F,Environmental Consistency,7
Serine,5,F,Mechanistic Detail,4
Serine,5,F,Network Completeness,6
Serine,5,F,Prebiotic Plausibility,5
Serine,5,F,Novelty of Reactions,7
Serine,5,F,Total,38
Threonine,1,A,Chemical Feasibility,8
Threonine,1,A,Pathway Coherence,9
Threonine,1,A,Environmental Consistency,9
Threonine,1,A,Mechanistic Detail,8
Threonine,1,A,Network Completeness,9
Threonine,1,A,Prebiotic Plausibility,9
Threonine,1,A,Novelty of Reactions,8
Threonine,1,A,Total,60
Threonine,1,B,Chemical Feasibility,3
Threonine,1,B,Pathway Coherence,4
Threonine,1,B,Environmental Consistency,8
Threonine,1,B,Mechanistic Detail,3
Threonine,1,B,Network Completeness,6
Threonine,1,B,Prebiotic Plausibility,3
Threonine,1,B,Novelty of Reactions,5
Threonine,1,B,Total,32
Threonine,1,C,Chemical Feasibility,4
Threonine,1,C,Pathway Coherence,5
Threonine,1,C,Environmental Consistency,8
Threonine,1,C,Mechanistic Detail,4
Threonine,1,C,Network Completeness,6
Threonine,1,C,Prebiotic Plausibility,5
Threonine,1,C,Novelty of Reactions,6
Threonine,1,C,Total,38
Threonine,1,D,Chemical Feasibility,1
Threonine,1,D,Pathway Coherence,2
Threonine,1,D,Environmental Consistency,7
Threonine,1,D,Mechanistic Detail,2
Threonine,1,D,Network Completeness,5
Threonine,1,D,Prebiotic Plausibility,2
Threonine,1,D,Novelty of Reactions,4
Threonine,1,D,Total,23
Threonine,1,E,Chemical Feasibility,5
Threonine,1,E,Pathway Coherence,6
Threonine,1,E,Environmental Consistency,8
Threonine,1,E,Mechanistic Detail,6
Threonine,1,E,Network Completeness,7
Threonine,1,E,Prebiotic Plausibility,6
Threonine,1,E,Novelty of Reactions,6
Threonine,1,E,Total,44
Threonine,1,F,Chemical Feasibility,1
Threonine,1,F,Pathway Coherence,2
Threonine,1,F,Environmental Consistency,7
Threonine,1,F,Mechanistic Detail,2
Threonine,1,F,Network Completeness,5
Threonine,1,F,Prebiotic Plausibility,2
Threonine,1,F,Novelty of Reactions,3
Threonine,1,F,Total,22
Threonine,2,A,Chemical Feasibility,9
Threonine,2,A,Pathway Coherence,9
Threonine,2,A,Environmental Consistency,9
Threonine,2,A,Mechanistic Detail,9
Threonine,2,A,Network Completeness,9
Threonine,2,A,Prebiotic Plausibility,9
Threonine,2,A,Novelty of Reactions,9
Threonine,2,A,Total,63
Threonine,2,B,Chemical Feasibility,2
Threonine,2,B,Pathway Coherence,4
Threonine,2,B,Environmental Consistency,7
Threonine,2,B,Mechanistic Detail,2
Threonine,2,B,Network Completeness,5
Threonine,2,B,Prebiotic Plausibility,3
Threonine,2,B,Novelty of Reactions,5
Threonine,2,B,Total,28
Threonine,2,C,Chemical Feasibility,4
Threonine,2,C,Pathway Coherence,5
Threonine,2,C,Environmental Consistency,8
Threonine,2,C,Mechanistic Detail,4
Threonine,2,C,Network Completeness,6
Threonine,2,C,Prebiotic Plausibility,5
Threonine,2,C,Novelty of Reactions,7
Threonine,2,C,Total,39
Threonine,2,D,Chemical Feasibility,1
Threonine,2,D,Pathway Coherence,3
Threonine,2,D,Environmental Consistency,6
Threonine,2,D,Mechanistic Detail,2
Threonine,2,D,Network Completeness,4
Threonine,2,D,Prebiotic Plausibility,2
Threonine,2,D,Novelty of Reactions,4
Threonine,2,D,Total,22
Threonine,2,E,Chemical Feasibility,5
Threonine,2,E,Pathway Coherence,6
Threonine,2,E,Environmental Consistency,8
Threonine,2,E,Mechanistic Detail,5
Threonine,2,E,Network Completeness,7
Threonine,2,E,Prebiotic Plausibility,6
Threonine,2,E,Novelty of Reactions,7
Threonine,2,E,Total,44
Threonine,2,F,Chemical Feasibility,2
Threonine,2,F,Pathway Coherence,4
Threonine,2,F,Environmental Consistency,7
Threonine,2,F,Mechanistic Detail,3
Threonine,2,F,Network Completeness,5
Threonine,2,F,Prebiotic Plausibility,4
Threonine,2,F,Novelty of Reactions,5
Threonine,2,F,Total,30
Threonine,3,A,Chemical Feasibility,8
Threonine,3,A,Pathway Coherence,8
Threonine,3,A,Environmental Consistency,9
Threonine,3,A,Mechanistic Detail,8
Threonine,3,A,Network Completeness,9
Threonine,3,A,Prebiotic Plausibility,9
Threonine,3,A,Novelty of Reactions,8
Threonine,3,A,Total,59
Threonine,3,B,Chemical Feasibility,3
Threonine,3,B,Pathway Coherence,4
Threonine,3,B,Environmental Consistency,7
Threonine,3,B,Mechanistic Detail,3
Threonine,3,B,Network Completeness,5
Threonine,3,B,Prebiotic Plausibility,4
Threonine,3,B,Novelty of Reactions,6
Threonine,3,B,Total,32
Threonine,3,C,Chemical Feasibility,4
Threonine,3,C,Pathway Coherence,5
Threonine,3,C,Environmental Consistency,7
Threonine,3,C,Mechanistic Detail,5
Threonine,3,C,Network Completeness,6
Threonine,3,C,Prebiotic Plausibility,6
Threonine,3,C,Novelty of Reactions,8
Threonine,3,C,Total,41
Threonine,3,D,Chemical Feasibility,2
Threonine,3,D,Pathway Coherence,3
Threonine,3,D,Environmental Consistency,6
Threonine,3,D,Mechanistic Detail,3
Threonine,3,D,Network Completeness,5
Threonine,3,D,Prebiotic Plausibility,3
Threonine,3,D,Novelty of Reactions,6
Threonine,3,D,Total,28
Threonine,3,E,Chemical Feasibility,6
Threonine,3,E,Pathway Coherence,7
Threonine,3,E,Environmental Consistency,8
Threonine,3,E,Mechanistic Detail,6
Threonine,3,E,Network Completeness,7
Threonine,3,E,Prebiotic Plausibility,7
Threonine,3,E,Novelty of Reactions,6
Threonine,3,E,Total,47
Threonine,3,F,Chemical Feasibility,2
Threonine,3,F,Pathway Coherence,3
Threonine,3,F,Environmental Consistency,6
Threonine,3,F,Mechanistic Detail,2
Threonine,3,F,Network Completeness,4
Threonine,3,F,Prebiotic Plausibility,3
Threonine,3,F,Novelty of Reactions,4
Threonine,3,F,Total,24
Threonine,4,A,Chemical Feasibility,9
Threonine,4,A,Pathway Coherence,9
Threonine,4,A,Environmental Consistency,9
Threonine,4,A,Mechanistic Detail,8
Threonine,4,A,Network Completeness,9
Threonine,4,A,Prebiotic Plausibility,9
Threonine,4,A,Novelty of Reactions,9
Threonine,4,A,Total,62
Threonine,4,B,Chemical Feasibility,2
Threonine,4,B,Pathway Coherence,4
Threonine,4,B,Environmental Consistency,5
Threonine,4,B,Mechanistic Detail,3
Threonine,4,B,Network Completeness,5
Threonine,4,B,Prebiotic Plausibility,3
Threonine,4,B,Novelty of Reactions,4
Threonine,4,B,Total,26
Threonine,4,C,Chemical Feasibility,4
Threonine,4,C,Pathway Coherence,5
Threonine,4,C,Environmental Consistency,6
Threonine,4,C,Mechanistic Detail,5
Threonine,4,C,Network Completeness,6
Threonine,4,C,Prebiotic Plausibility,5
Threonine,4,C,Novelty of Reactions,5
Threonine,4,C,Total,36
Threonine,4,D,Chemical Feasibility,3
Threonine,4,D,Pathway Coherence,5
Threonine,4,D,Environmental Consistency,6
Threonine,4,D,Mechanistic Detail,5
Threonine,4,D,Network Completeness,5
Threonine,4,D,Prebiotic Plausibility,5
Threonine,4,D,Novelty of Reactions,5
Threonine,4,D,Total,34
Threonine,4,E,Chemical Feasibility,5
Threonine,4,E,Pathway Coherence,6
Threonine,4,E,Environmental Consistency,7
Threonine,4,E,Mechanistic Detail,5
Threonine,4,E,Network Completeness,7
Threonine,4,E,Prebiotic Plausibility,6
Threonine,4,E,Novelty of Reactions,5
Threonine,4,E,Total,41
Threonine,4,F,Chemical Feasibility,2
Threonine,4,F,Pathway Coherence,4
Threonine,4,F,Environmental Consistency,5
Threonine,4,F,Mechanistic Detail,4
Threonine,4,F,Network Completeness,5
Threonine,4,F,Prebiotic Plausibility,4
Threonine,4,F,Novelty of Reactions,4
Threonine,4,F,Total,28
Threonine,5,A,Chemical Feasibility,8
Threonine,5,A,Pathway Coherence,8
Threonine,5,A,Environmental Consistency,9
Threonine,5,A,Mechanistic Detail,8
Threonine,5,A,Network Completeness,9
Threonine,5,A,Prebiotic Plausibility,9
Threonine,5,A,Novelty of Reactions,8
Threonine,5,A,Total,59
Threonine,5,B,Chemical Feasibility,3
Threonine,5,B,Pathway Coherence,4
Threonine,5,B,Environmental Consistency,7
Threonine,5,B,Mechanistic Detail,5
Threonine,5,B,Network Completeness,6
Threonine,5,B,Prebiotic Plausibility,4
Threonine,5,B,Novelty of Reactions,7
Threonine,5,B,Total,36
Threonine,5,C,Chemical Feasibility,3
Threonine,5,C,Pathway Coherence,4
Threonine,5,C,Environmental Consistency,7
Threonine,5,C,Mechanistic Detail,4
Threonine,5,C,Network Completeness,6
Threonine,5,C,Prebiotic Plausibility,4
Threonine,5,C,Novelty of Reactions,6
Threonine,5,C,Total,34
Threonine,5,D,Chemical Feasibility,2
Threonine,5,D,Pathway Coherence,3
Threonine,5,D,Environmental Consistency,6
Threonine,5,D,Mechanistic Detail,3
Threonine,5,D,Network Completeness,5
Threonine,5,D,Prebiotic Plausibility,3
Threonine,5,D,Novelty of Reactions,6
Threonine,5,D,Total,28
Threonine,5,E,Chemical Feasibility,5
Threonine,5,E,Pathway Coherence,6
Threonine,5,E,Environmental Consistency,8
Threonine,5,E,Mechanistic Detail,5
Threonine,5,E,Network Completeness,7
Threonine,5,E,Prebiotic Plausibility,5
Threonine,5,E,Novelty of Reactions,6
Threonine,5,E,Total,42
Threonine,5,F,Chemical Feasibility,2
Threonine,5,F,Pathway Coherence,3
Threonine,5,F,Environmental Consistency,7
Threonine,5,F,Mechanistic Detail,3
Threonine,5,F,Network Completeness,5
Threonine,5,F,Prebiotic Plausibility,4
Threonine,5,F,Novelty of Reactions,5
Threonine,5,F,Total,29
Valine,1,A,Chemical Feasibility,6
Valine,1,A,Pathway Coherence,8
Valine,1,A,Environmental Consistency,8
Valine,1,A,Mechanistic Detail,7
Valine,1,A,Network Completeness,9
Valine,1,A,Prebiotic Plausibility,8
Valine,1,A,Novelty of Reactions,7
Valine,1,A,Total,53
Valine,1,B,Chemical Feasibility,4
Valine,1,B,Pathway Coherence,6
Valine,1,B,Environmental Consistency,7
Valine,1,B,Mechanistic Detail,5
Valine,1,B,Network Completeness,7
Valine,1,B,Prebiotic Plausibility,6
Valine,1,B,Novelty of Reactions,6
Valine,1,B,Total,41
Valine,1,C,Chemical Feasibility,3
Valine,1,C,Pathway Coherence,5
Valine,1,C,Environmental Consistency,7
Valine,1,C,Mechanistic Detail,5
Valine,1,C,Network Completeness,7
Valine,1,C,Prebiotic Plausibility,5
Valine,1,C,Novelty of Reactions,7
Valine,1,C,Total,39
Valine,1,D,Chemical Feasibility,2
Valine,1,D,Pathway Coherence,4
Valine,1,D,Environmental Consistency,6
Valine,1,D,Mechanistic Detail,4
Valine,1,D,Network Completeness,6
Valine,1,D,Prebiotic Plausibility,4
Valine,1,D,Novelty of Reactions,5
Valine,1,D,Total,31
Valine,1,E,Chemical Feasibility,2
Valine,1,E,Pathway Coherence,5
Valine,1,E,Environmental Consistency,8
Valine,1,E,Mechanistic Detail,4
Valine,1,E,Network Completeness,7
Valine,1,E,Prebiotic Plausibility,5
Valine,1,E,Novelty of Reactions,6
Valine,1,E,Total,37
Valine,1,F,Chemical Feasibility,1
Valine,1,F,Pathway Coherence,3
Valine,1,F,Environmental Consistency,6
Valine,1,F,Mechanistic Detail,4
Valine,1,F,Network Completeness,6
Valine,1,F,Prebiotic Plausibility,4
Valine,1,F,Novelty of Reactions,5
Valine,1,F,Total,29
Valine,2,A,Chemical Feasibility,4
Valine,2,A,Pathway Coherence,6
Valine,2,A,Environmental Consistency,7
Valine,2,A,Mechanistic Detail,5
Valine,2,A,Network Completeness,7
Valine,2,A,Prebiotic Plausibility,6
Valine,2,A,Novelty of Reactions,6
Valine,2,A,Total,41
Valine,2,B,Chemical Feasibility,4
Valine,2,B,Pathway Coherence,6
Valine,2,B,Environmental Consistency,7
Valine,2,B,Mechanistic Detail,5
Valine,2,B,Network Completeness,7
Valine,2,B,Prebiotic Plausibility,6
Valine,2,B,Novelty of Reactions,7
Valine,2,B,Total,42
Valine,2,C,Chemical Feasibility,3
Valine,2,C,Pathway Coherence,5
Valine,2,C,Environmental Consistency,7
Valine,2,C,Mechanistic Detail,4
Valine,2,C,Network Completeness,7
Valine,2,C,Prebiotic Plausibility,5
Valine,2,C,Novelty of Reactions,6
Valine,2,C,Total,37
Valine,2,D,Chemical Feasibility,2
Valine,2,D,Pathway Coherence,4
Valine,2,D,Environmental Consistency,6
Valine,2,D,Mechanistic Detail,3
Valine,2,D,Network Completeness,6
Valine,2,D,Prebiotic Plausibility,4
Valine,2,D,Novelty of Reactions,5
Valine,2,D,Total,30
Valine,2,E,Chemical Feasibility,8
Valine,2,E,Pathway Coherence,8
Valine,2,E,Environmental Consistency,9
Valine,2,E,Mechanistic Detail,9
Valine,2,E,Network Completeness,8
Valine,2,E,Prebiotic Plausibility,9
Valine,2,E,Novelty of Reactions,8
Valine,2,E,Total,59
Valine,2,F,Chemical Feasibility,2
Valine,2,F,Pathway Coherence,3
Valine,2,F,Environmental Consistency,6
Valine,2,F,Mechanistic Detail,3
Valine,2,F,Network Completeness,6
Valine,2,F,Prebiotic Plausibility,4
Valine,2,F,Novelty of Reactions,5
Valine,2,F,Total,29
Valine,3,A,Chemical Feasibility,5
Valine,3,A,Pathway Coherence,7
Valine,3,A,Environmental Consistency,8
Valine,3,A,Mechanistic Detail,6
Valine,3,A,Network Completeness,8
Valine,3,A,Prebiotic Plausibility,7
Valine,3,A,Novelty of Reactions,6
Valine,3,A,Total,47
Valine,3,B,Chemical Feasibility,4
Valine,3,B,Pathway Coherence,6
Valine,3,B,Environmental Consistency,7
Valine,3,B,Mechanistic Detail,5
Valine,3,B,Network Completeness,7
Valine,3,B,Prebiotic Plausibility,6
Valine,3,B,Novelty of Reactions,5
Valine,3,B,Total,40
Valine,3,C,Chemical Feasibility,3
Valine,3,C,Pathway Coherence,5
Valine,3,C,Environmental Consistency,7
Valine,3,C,Mechanistic Detail,5
Valine,3,C,Network Completeness,6
Valine,3,C,Prebiotic Plausibility,5
Valine,3,C,Novelty of Reactions,6
Valine,3,C,Total,37
Valine,3,D,Chemical Feasibility,2
Valine,3,D,Pathway Coherence,4
Valine,3,D,Environmental Consistency,6
Valine,3,D,Mechanistic Detail,4
Valine,3,D,Network Completeness,5
Valine,3,D,Prebiotic Plausibility,4
Valine,3,D,Novelty of Reactions,5
Valine,3,D,Total,30
Valine,3,E,Chemical Feasibility,8
Valine,3,E,Pathway Coherence,8
Valine,3,E,Environmental Consistency,9
Valine,3,E,Mechanistic Detail,8
Valine,3,E,Network Completeness,9
Valine,3,E,Prebiotic Plausibility,9
Valine,3,E,Novelty of Reactions,9
Valine,3,E,Total,60
Valine,3,F,Chemical Feasibility,2
Valine,3,F,Pathway Coherence,4
Valine,3,F,Environmental Consistency,7
Valine,3,F,Mechanistic Detail,4
Valine,3,F,Network Completeness,6
Valine,3,F,Prebiotic Plausibility,4
Valine,3,F,Novelty of Reactions,4
Valine,3,F,Total,31
Valine,4,A,Chemical Feasibility,4
Valine,4,A,Pathway Coherence,6
Valine,4,A,Environmental Consistency,7
Valine,4,A,Mechanistic Detail,5
Valine,4,A,Network Completeness,8
Valine,4,A,Prebiotic Plausibility,6
Valine,4,A,Novelty of Reactions,5
Valine,4,A,Total,41
Valine,4,B,Chemical Feasibility,4
Valine,4,B,Pathway Coherence,5
Valine,4,B,Environmental Consistency,7
Valine,4,B,Mechanistic Detail,5
Valine,4,B,Network Completeness,7
Valine,4,B,Prebiotic Plausibility,5
Valine,4,B,Novelty of Reactions,6
Valine,4,B,Total,39
Valine,4,C,Chemical Feasibility,6
Valine,4,C,Pathway Coherence,7
Valine,4,C,Environmental Consistency,7
Valine,4,C,Mechanistic Detail,7
Valine,4,C,Network Completeness,8
Valine,4,C,Prebiotic Plausibility,7
Valine,4,C,Novelty of Reactions,8
Valine,4,C,Total,50
Valine,4,D,Chemical Feasibility,2
Valine,4,D,Pathway Coherence,3
Valine,4,D,Environmental Consistency,6
Valine,4,D,Mechanistic Detail,3
Valine,4,D,Network Completeness,5
Valine,4,D,Prebiotic Plausibility,3
Valine,4,D,Novelty of Reactions,4
Valine,4,D,Total,26
Valine,4,E,Chemical Feasibility,8
Valine,4,E,Pathway Coherence,8
Valine,4,E,Environmental Consistency,9
Valine,4,E,Mechanistic Detail,9
Valine,4,E,Network Completeness,7
Valine,4,E,Prebiotic Plausibility,9
Valine,4,E,Novelty of Reactions,9
Valine,4,E,Total,59
Valine,4,F,Chemical Feasibility,2
Valine,4,F,Pathway Coherence,4
Valine,4,F,Environmental Consistency,6
Valine,4,F,Mechanistic Detail,3
Valine,4,F,Network Completeness,6
Valine,4,F,Prebiotic Plausibility,3
Valine,4,F,Novelty of Reactions,4
Valine,4,F,Total,28
Valine,5,A,Chemical Feasibility,2
Valine,5,A,Pathway Coherence,4
Valine,5,A,Environmental Consistency,8
Valine,5,A,Mechanistic Detail,4
Valine,5,A,Network Completeness,7
Valine,5,A,Prebiotic Plausibility,4
Valine,5,A,Novelty of Reactions,6
Valine,5,A,Total,35
Valine,5,B,Chemical Feasibility,2
Valine,5,B,Pathway Coherence,4
Valine,5,B,Environmental Consistency,7
Valine,5,B,Mechanistic Detail,3
Valine,5,B,Network Completeness,7
Valine,5,B,Prebiotic Plausibility,4
Valine,5,B,Novelty of Reactions,5
Valine,5,B,Total,32
Valine,5,C,Chemical Feasibility,3
Valine,5,C,Pathway Coherence,4
Valine,5,C,Environmental Consistency,7
Valine,5,C,Mechanistic Detail,4
Valine,5,C,Network Completeness,8
Valine,5,C,Prebiotic Plausibility,5
Valine,5,C,Novelty of Reactions,6
Valine,5,C,Total,37
